대표도면,출원번호,발명의명칭,발명의명칭(영문),상태,IPC분류,출원인,대리인,발명자,출원일자,등록번호,등록일자,공개번호,공개일자
,1020227029604,ILT7 결합 분자 및 이의 사용 방법(ILT7 BINDING MOLECULES AND METHODS OF USING THE SAME),ILT7 BINDING MOLECULES AND METHODS OF USING THE SAME,공개,C07K 16/28|C12N 15/85|A61P 37/00|G01N 33/68|A61K 39/00,"비엘라 바이오, 인크.",김진회|김태홍,부스던 캐서린 앤|다우스웨이트 줄리 앤|담슈로더 멜리사 마리|산주안 미구엘 엔젤,2017.03.09,,,1020220123344.0,2022.09.06
,1020080005066,퇴행성 신경질환의 진단을 위한 리포칼린 2의 신규한 용도(Novel use of lipocalin 2 for diagnosing neurodegenerative disease),Novel use of lipocalin 2 for diagnosing neurodegenerative disease,거절,A61K 38/17|A61K 39/395|G01N 33/68,경북대학교 산학협력단,김순웅,석경호|이신려,2008.01.16,,,1020080076717.0,2008.08.20
,1020217020663,RANK 길항제 및 이에 대한 용도(RANK ANTAGONISTS AND USES THEREFOR),RANK ANTAGONISTS AND USES THEREFOR,공개,C07K 16/28|A61P 35/00|A61K 39/00,더 카운실 오브 더 퀸즐랜드 인스티튜트 오브 메디컬 리서치,김경교|양용,"두갈, 빌|아헌, 엘리자베스",2019.12.05,,,1020210110818.0,2021.09.09
,1020180115262,인공지능 기반의 학습데이터셋 제공 시스템(LEARNING DATASET PROVIDING SYSTEM BASED ON ARTIFICIAL INTELLIGENCE),LEARNING DATASET PROVIDING SYSTEM BASED ON ARTIFICIAL INTELLIGENCE,등록,G06N 20/00,주식회사 스위트케이,신명용|정성종,김민철|이준호,2018.09.27,1022033200000.0,2021.01.11,1020200039035.0,2020.04.16
,1020117021889,매우 순수한 신경독을 제조하기 위한 수단 및 방법(MEANS AND METHODS FOR MANUFACTURING HIGHLY PURE NEUROTOXIN),MEANS AND METHODS FOR MANUFACTURING HIGHLY PURE NEUROTOXIN,등록,C07K 16/12|C07K 16/06|C07K 14/33|C07K 1/22,메르츠 파마 게엠베하 운트 코. 카가아,청운특허법인,"파일, 미카엘|프리드리히, 요제프|테일러, 해롤드 브이.|아이젤레, 칼-하인츠|브뢴, 코르넬리아",2010.02.17,1018065670000.0,2017.12.01,1020110122852.0,2011.11.11
,1020190117736,입욕제용 수용성 고분자 필름팩(WATER SOLUBLE POLYMER FILM PACK FOR BATH ADDITIVE),WATER SOLUBLE POLYMER FILM PACK FOR BATH ADDITIVE,등록,B65D 65/46|A61K 8/73|A61Q 19/10,유숙영,한강특허법인,유숙영,2019.09.24,1022717180000.0,2021.06.25,1020210035661.0,2021.04.01
,1020217012936,병원체 활성 조절을 위한 제제 및 방법(AGENTS AND METHODS FOR MODULATING PATHOGEN ACTIVITY),AGENTS AND METHODS FOR MODULATING PATHOGEN ACTIVITY,공개,A61K 31/55|A61K 31/196|A61K 31/198|A61P 31/04|A61P 31/18|A61K 9/00,그리피스 유니버시티|더 리서치 인스티튜트 앳 네이션와이드 칠드런스 하스피탈,특허법인정진,"젠닝스, 마이클 피.|에드워즈, 제니퍼 엘.|데이, 크리스토퍼 제이.|마크, 존슨",2019.09.30,,,1020210069086.0,2021.06.10
,1020180082059,테라리움을 이용한 공기정화 장치 및 그의 구동 방법(AIR PURIFIER USING TERRARIUM AND METHOD FOR DRIVING THE SAME),AIR PURIFIER USING TERRARIUM AND METHOD FOR DRIVING THE SAME,등록,F24F 8/175|F24F 11/63|F24F 11/56|G09B 5/02|A01G 27/00|A01G 7/04|A01G 9/02|F24F 110/50|F24F 130/10,건국대학교 산학협력단|제주대학교 산학협력단,박기갑,박신애|조영열,2018.07.16,1020623220000.0,2019.12.27,,
,1020227016209,신경병 질환의 치료를 위한 세포외 소낭 기반 제제 및 방법(EXTRACELLULAR VESICLE-BASED AGENTS AND METHODS FOR THE TREATMENT OF NEUROPATHIC DISORDERS),EXTRACELLULAR VESICLE-BASED AGENTS AND METHODS FOR THE TREATMENT OF NEUROPATHIC DISORDERS,공개,A61K 9/127|A61K 31/713|A61K 31/7105|A61K 31/711|A61K 38/18|A61K 9/00|A61P 25/00|C12N 5/0793|C12N 5/079,더 존스 홉킨스 유니버시티|유니버시티 오브 워싱톤,특허법인 신세기,"김덕호|전창호|스미스, 알렉산더|도민재",2020.10.16,,,1020220131513.0,2022.09.28
,1020187028675,ILT7 결합 분자 및 이의 사용 방법(ILT7 BINDING MOLECULES AND METHODS OF USING THE SAME),ILT7 BINDING MOLECULES AND METHODS OF USING THE SAME,등록,C07K 16/28|A61P 37/00|A61P 29/00|A61K 39/00,"비엘라 바이오, 인크.",김진회|김태홍,부스던 캐서린 앤|다우스웨이트 줄리 앤|담슈로더 멜리사 마리|산주안 미구엘 엔젤,2017.03.09,1024393950000.0,2022.08.30,1020180138201.0,2018.12.28
,1020190097928,"동화 낭독 서비스를 제공하는 서버, 방법 및 컴퓨터 프로그램(SERVER, METHOD AND COMPUTER PROGRAM FOR PROVIDING VOICE READING SERVICE OF STORY BOOK)","SERVER, METHOD AND COMPUTER PROGRAM FOR PROVIDING VOICE READING SERVICE OF STORY BOOK",등록,G06Q 50/10|G10L 13/033|G10L 13/08,주식회사 케이티,특허법인엠에이피에스,이가희|차재욱|박정석,2019.08.12,1024184650000.0,2022.07.04,1020210019151.0,2021.02.22
,2020200003420,애완견용 두 줄 하네스(TWO STRAPS HARNESS FOR PET),TWO STRAPS HARNESS FOR PET,등록,A01K 27/00|A01K 1/062,박순희,특허법인임앤정,박순희,2020.09.21,2004960980000.0,2022.10.28,2020220000715.0,2022.03.29
,1020210121788,텃밭 공유 플랫폼의 제어 방법(Control Method for a Garden Sharing Platform),Control Method for a Garden Sharing Platform,등록,G06Q 30/06|G06Q 50/30|G06T 19/00|G06T 17/05|B64C 39/02|A63F 13/65|G06Q 50/10|G08B 21/18|G06K 9/62,이민재|윤창민,특허법인본,이민재|윤창민,2021.09.13,1023673460000.0,2022.02.21,,
,1020210040522,분할된 수영장 영역의 컨디션 제어가 가능한 제어부를 갖는 생존 수영 교육을 위한 이동식 콘테이너 수영장의 인공지능 기반 제어 시스템(System for controlling of mobile container pool for survival swimming education based on Artificial Intelligence having a control unit capable of controlling the condition of divided swimming pool areas),System for controlling of mobile container pool for survival swimming education based on Artificial Intelligence having a control unit capable of controlling the condition of divided swimming pool areas,포기,E04H 4/12|E04H 4/14|G05D 23/19|G05D 9/12,김동휘,김남혁,김동휘,2021.03.29,,,1020210083215.0,2021.07.06
,1020210040521,대기온도의 측정이 가능한 센서부를 갖는 생존 수영 교육을 위한 이동식 콘테이너 수영장의 인공지능 기반 제어 시스템(System for controlling of mobile container pool for survival swimming education based on Artificial Intelligence having a sensor unit capable of measuring the air temperature),System for controlling of mobile container pool for survival swimming education based on Artificial Intelligence having a sensor unit capable of measuring the air temperature,포기,E04H 4/12|E04H 4/14|G05D 23/19|G05D 9/12,김동휘,김남혁,김동휘,2021.03.29,,,1020210083214.0,2021.07.06
,1020087026393,항 IGF-1R 항체 및 그의 용도(ANTI-IGF-1R ANTIBODIES AND USES THEREOF),ANTI-IGF-1R ANTIBODIES AND USES THEREOF,취하,C07K 16/00|A61K 39/395,바이오젠 엠에이 인코포레이티드,특허법인코리아나,하리하란 칸다새미|그라프 크리스틀린|글레이저 스코트|가버 앨렌|레예스 크리스토퍼 엘|데마레스트 스티븐,2007.03.28,,,1020080113268.0,2008.12.29
,1019970703992,FAS/AP01수용체들의기능조절인자,,소멸,C07H 21/04|C07K 1/00|C12N 15/00|C12P 21/06,예다 리서치 앤드 디벨럽먼트 캄파니 리미티드,김영철,데이비드 왈라치|마크 볼딘|유젠 발폴로모브|이고르 메트,1995.12.14,1005363940000.0,2005.12.06,1019980700326.0,1998.03.30
,1019997007787,TNF/NGF 수용체 페밀리의 수용체의 기능을 조절하는 물질(MODULATORS OF THE FUNCTION OF RECEPTORS OF THE TNF/NGF RECEPTOR FAMILY),MODULATORS OF THE FUNCTION OF RECEPTORS OF THE TNF/NGF RECEPTOR FAMILY,거절,C12N 15/12,예다 리서치 앤드 디벨럽먼트 캄파니 리미티드,강석용|강명구,"왈치,데이비드|코발렌코,안드레이",1998.03.19,,,1020000075718.0,2000.12.26
,1020047003218,"카스파제-8 결합 단백질, 이의 제조 및 용도(A CASPASE-8 BINDING PROTEIN, ITS PREPARATION AND USE)","A CASPASE-8 BINDING PROTEIN, ITS PREPARATION AND USE",거절,C07K 14/47|C07K 14/00,예다 리서치 앤드 디벨럽먼트 캄파니 리미티드,강석용|강명구,"왈라치,데이비드|곤차로브,탄야|콜루만,가네쉬|라즈푸트,아크힐",2002.09.04,,,1020040049845.0,2004.06.12
,1019980710086,체중을 조절하는데 유용한 화합물을 선별하는 방법(SCREENING METHODS FOR COMPOUNDS USEFUL IN THE REGULATION OF BODY WEIGHT),SCREENING METHODS FOR COMPOUNDS USEFUL IN THE REGULATION OF BODY WEIGHT,취하,A61K 38/16|G01N 33/53,"밀레니움 파마큐티컬스, 인코퍼레이티드|밀레니엄 파머슈티컬스 인코퍼레이티드",강명구,리 프랑크|헤스자르 데니스|구 웨이,1997.06.09,,,1020000034781.0,2000.06.26
,1019970708850,간의 재생에서 상향 조절되는 신규 유전자,,취하,C12Q 1/68|C12N 5/00|G01N 33/53,"어드밴스드 티슈 사이언스, 인코퍼레이티드",강명구,펄치오 안토니 에프.|뉴 리쥬오|리우 캉|카말리 바파|누우톤 브라이언,1996.06.06,,,1019990022370.0,1999.03.25
,1020027002840,"IREN 단백질, 이의 제조 및 용도(IREN PROTEIN, ITS PREPARATION AND USE)","IREN PROTEIN, ITS PREPARATION AND USE",소멸,C12N 15/12,예다 리서치 앤드 디벨럽먼트 캄파니 리미티드,강석용|강명구,"왈라치,데이비드|말리닌,니콜라이|신하,인드라닐|레우,스테판",2000.08.31,1008205260000.0,2008.04.01,1020020059386.0,2002.07.12
,1019997007790,"사멸 효과물질 도메인을 가진 CASH 및 FAS 수용체 기능을 조절하는 조절물질(CASH(CASPASE HOMOLOGUE) WITH DEATH EFFECTOR DOMAIN, MODULATORS OF THE FUNCTION OF FAS RECEPTORS)","CASH(CASPASE HOMOLOGUE) WITH DEATH EFFECTOR DOMAIN, MODULATORS OF THE FUNCTION OF FAS RECEPTORS",소멸,C12N 15/12|C12N 15/63,예다 리서치 앤드 디벨럽먼트 캄파니 리미티드,강석용|강명구,"왈치,데이비드|고르체브,유라|코발렌코,안드레이|바르폴로미브,유진|브로디안스키,바딤",1998.02.26,1005447760000.0,2006.01.12,1020000075721.0,2000.12.26
,1020107018552,RON 항체 및 이들의 용도(RON ANTIBODIES AND USES THEREOF),RON ANTIBODIES AND USES THEREOF,취하,C07K 16/28|C12N 15/13|A61K 39/395|A61P 35/00,바이오젠 엠에이 인코포레이티드,남상선,"휴잇, 헤더|베일리, 베로니크|거버, 엘렌|그라프, 크리스틸린|미크라즈, 스티븐",2009.01.22,,,1020100106590.0,2010.10.01
,1019997010836,"세포 염증, 세포 죽음 및 세포 생존 과정의 조절물질(Modulators of intracellular inflammation, cell deathand cell survival pathways)","Modulators of intracellular inflammation, cell deathand cell survival pathways",소멸,C12N 15/12|C12N 15/63|A61K 48/00,예다 리서치 앤드 디벨럽먼트 캄파니 리미티드,강석용|강명구,"왈치,데이비드|볼딘,마크|말리닌,니콜라이",1998.06.01,1005331470000.0,2005.11.25,1020010012870.0,2001.02.26
,1020007005264,합성된 가변성 부분 및 변형 특이성을 가지는면역글로불린 분자(IMMUNOGLOBULIN MOLECULES HAVING A SYNTHETIC VARIABLEREGION AND MODIFIED SPECIFICITY),IMMUNOGLOBULIN MOLECULES HAVING A SYNTHETIC VARIABLEREGION AND MODIFIED SPECIFICITY,취하,A61K 39/395,유로-셀티큐 에스.에이.,강명구,"버치,로날드엠.",1998.11.13,,,1020010015818.0,2001.02.26
,1019980707880,"TNF수용체연합된인자(TRAF)조절물질,이의제조및이의용도(MODULATORS OF TNF RECEPTOR ASSOCIATED FACTOR (TRAF), THEIR PREPARATION METHOD AND USE)","MODULATORS OF TNF RECEPTOR ASSOCIATED FACTOR (TRAF), THEIR PREPARATION METHOD AND USE",소멸,C12N 15/12|A61K 48/00|C07K 14/47|C12N 9/12|C12N 15/54,에다 리서치 앤드 디벨럽먼트 컴퍼니 리미티드,강석용|강명구,왈치 데이비드|마리닌 니콜라이|볼딘 마크|코발렌코 안드레이|메트 이고르,1997.04.01,1005525470000.0,2006.02.08,1020000005204.0,2000.01.25
,1019980700354,에프에이에스수용체들및다른단백질들의기능조절인자들,,소멸,C12N 15/12|C12N 15/63|C07K 14/705|C07K 14/00,예다 리서치 앤드 디벨럽먼트 캄파니 리미티드,김영철,월러치 다비드|볼딘 마크|곤차로브 타냐|골트세브 유리 브이.,1996.06.14,1004910950000.0,2005.05.13,1019990029051.0,1999.04.15
,1020127015659,알부민 융합 단백질(ALBUMIN FUSION PROTEINS),ALBUMIN FUSION PROTEINS,소멸,C07K 19/00|C07K 14/76|C12N 15/62|A61K 38/38,"휴먼 게놈 사이언시즈, 인코포레이티드",특허법인 남앤남,"로젠, 크라이그, 에이.|하젤타인, 윌리엄, 에이.|무어, 폴, 에이.|복, 제이슨, 비.|벨, 아담|시, 양구|라플리우, 데이비드",2005.02.09,1012716350000.0,2013.05.30,1020120126065.0,2012.11.20
,1020087006077,알부민 융합 단백질(ALBUMIN FUSION PROTEINS),ALBUMIN FUSION PROTEINS,취하,C07K 19/00|C07K 14/00,"휴먼 게놈 사이언시즈, 인코포레이티드",남상선,"로젠, 크라이그|벨, 아담|무어, 폴|시, 양구|라플리어, 데이비드|라일드, 마이클|하셀틴, 윌리엄|우즈, 더글라스|보크, 제이슨|서브라마니안, 마니",2006.07.31,,,1020080071119.0,2008.08.01
,1020067018484,알부민 융합 단백질(ALBUMIN FUSION PROTEINS),ALBUMIN FUSION PROTEINS,소멸,C07K 19/00|C07K 14/76,"휴먼 게놈 사이언시즈, 인코포레이티드",남상선,"로젠, 크라이그, 에이.|하젤타인, 윌리엄, 에이.|무어, 폴, 에이.|복, 제이슨, 비.|라플리우, 데이비드|루벤, 스티븐 엠.",2005.02.09,1011843910000.0,2012.09.13,1020070016119.0,2007.02.07
,1020050079787,"센서 네트워크 시스템 및 센서 네트워크 시스템의 데이터처리 방법(SENSOR NETWORK SYSTEM, METHOD FOR DATA PROCESSING OF ASENSOR NETWORK SYSTEM)","SENSOR NETWORK SYSTEM, METHOD FOR DATA PROCESSING OF ASENSOR NETWORK SYSTEM",거절,H04L 12/28|H04L 41/00,가부시키가이샤 히타치세이사쿠쇼,장수길|이중희|구영창,무로 게이로,2005.08.30,,,1020060128597.0,2006.12.14
,1020027011767,"사람 LDL 수용체에 대한 단클론항체, 이들의 생산 및용도(MONOCLONAL ANTIBODIES TO THE HUMAN LDL RECEPTOR,THEIR PRODUCTION AND USE)","MONOCLONAL ANTIBODIES TO THE HUMAN LDL RECEPTOR,THEIR PRODUCTION AND USE",소멸,C07K 16/28,메르크 세로노 에스.에이.,강석용|강명구,"요나흐,나츠움|수이싸,다니|벨제르,일라나|드레노,미셸|안토네티,프란세스코|스몰라스카이,모쉬",2001.03.08,1008820810000.0,2009.01.29,1020020089384.0,2002.11.29
,1020007009953,TNF/NGF 수용체 페밀리와 다른 단백질의 수용체의기능조절물질(MODULATORS OF THE FUNCTION OF RECEPTORS OF THE TNF/NGFRECEPTOR FAMILY AND OTHER PROTEINS),MODULATORS OF THE FUNCTION OF RECEPTORS OF THE TNF/NGFRECEPTOR FAMILY AND OTHER PROTEINS,소멸,C12N 15/12,예다 리서치 앤드 디벨럽먼트 캄파니 리미티드|알버트 아인슈타인 컬리지 오브 메디신 오브 예쉬바 유니버시티,강석용|강명구,"왈라치,데이비드|코발레코,안드레이|호르위츠,마르살에스.|리,용안",1999.03.18,1006936770000.0,2007.03.05,1020010034563.0,2001.04.25
,1020180010281,융복합하여 다양한 종류의 의류를 용이하게 생산할 수 있는 멀티 밴드 시스템.(A multi band system),A multi band system,등록,G06Q 30/06,(주)나라물산,황병도,신왕수,2018.01.27,1019037690000.0,2018.09.21,,
,1020200061909,취약자 권익 보호를 위한 복수의 지분 보유자가 지정된 공동 계정 관리 시스템 및 방법(SYSTEM AND METHOD FOR MANAGING COMMON ACCOUNT DESIGNATED PLURAL SHARE HOLDER FOR PROTECTING VULNERABLE RIGHTS),SYSTEM AND METHOD FOR MANAGING COMMON ACCOUNT DESIGNATED PLURAL SHARE HOLDER FOR PROTECTING VULNERABLE RIGHTS,등록,G06Q 40/02|H04L 9/40,주식회사 페이게이트,우광제,이동산,2020.05.22,1023959450000.0,2022.05.25,1020210144473.0,2021.11.30
,1020170178494,낚시대회 참가 접수 방법(Method for entry marks in fishing tournament),Method for entry marks in fishing tournament,등록,G06Q 50/10|G06F 9/44|G06Q 20/32,김의수,김영관,김의수,2017.12.22,1021209740000.0,2020.06.03,1020190076581.0,2019.07.02
,1020160065660,주꾸미 잡이용 어구(A fishing gear for capturing a octopus ocellatus),A fishing gear for capturing a octopus ocellatus,등록,A01K 69/06|A01K 69/08,몽대영어조합법인|김명호|한 진권,이재춘,김명호|한진권,2016.05.27,1017066960000.0,2017.02.08,,
,1020200083134,버나바이러스병 감염여부 현장검사용 진단키트 및 진단방법(Point of care testing (POCT) kit and method for detection of marine birna virus (MABV)),Point of care testing (POCT) kit and method for detection of marine birna virus (MABV),등록,C07K 16/10|G01N 33/569|G01N 33/577|G01N 33/543,전남대학교산학협력단|주식회사 엔바이로젠,특허법인아이엠,김춘섭|김진숙|김위식|공경희,2020.07.06,1023938810000.0,2022.04.28,1020220005363.0,2022.01.13
,1020217035869,"골격근 줄기세포 생성 및 질환 치료를 위한 방법, 조성물 및 키트(METHODS, COMPOSITIONS, AND KITS FOR PRODUCING SKELETAL MUSCLE STEM CELLS AND TREATING DISORDERS)","METHODS, COMPOSITIONS, AND KITS FOR PRODUCING SKELETAL MUSCLE STEM CELLS AND TREATING DISORDERS",공개,C12N 5/077|A61K 35/34|A61P 21/00,더 존스 홉킨스 유니버시티,특허법인 신세기,"이갑상|와그너, 캐서린|썬, 콩샨|최인영|임호태|안데르센, 피터",2020.04.03,,,1020220039647.0,2022.03.29
,1020160082637,KIF5B-RET 융합 단백질을 특이적으로 검출하는 항체 및 이의 용도(Antibodies for specifically detecting KIF5B-RET fusion protein and uses thereof),Antibodies for specifically detecting KIF5B-RET fusion protein and uses thereof,등록,C07K 16/18|G01N 33/574,가톨릭대학교 산학협력단,특허법인이룸리온,강진형|신정영|김정오,2016.06.30,1018595760000.0,2018.05.14,1020180003156.0,2018.01.09
,2020180001077,애완견 온열매트(Pet heated mat),Pet heated mat,거절,A01K 1/015|A47C 21/04,김형열,,김형열,2018.03.14,,,2020190002351.0,2019.09.24
,1020130149326,목련 태좌 세포 배양 추출물을 함유한 항노화 피부 외용제 조성물(Anti-aging Composition for Skin External Application Comprising Magnolia Placenta Culture Extracts),Anti-aging Composition for Skin External Application Comprising Magnolia Placenta Culture Extracts,등록,A61K 8/9789|A61K 36/575|A61Q 19/08|A61Q 19/00|A61Q 19/02|A61Q 17/00,주식회사 바이오에프디엔씨,,모상현|이정훈|김형식|서효현|정해수|모지홍|신동선|조문진|이진형|이현이|송미영|김은애,2013.12.03,1016195710000.0,2016.05.02,1020150064515.0,2015.06.11
,1020147037128,질환 또는 병태를 검출하는 방법(METHODS OF DETECTING DISEASES OR CONDITIONS),METHODS OF DETECTING DISEASES OR CONDITIONS,취하,G01N 33/50|G01N 33/569|G01N 33/68|G01N 33/92|C12Q 1/68,"스타일리, 해리",김진회,"스타일리,해리",2013.06.14,,,1020150035821.0,2015.04.07
,1020127022771,"ALK 억제제에 대한 선천적 또는 후천적 내성을 갖는 암의 확인, 평가, 및 치료 방법(IDENTIFICATION, ASSESSMENT, AND THERAPY OF CANCERS WITH INNATE OR ACQUIRED RESISTANCE TO ALK INHIBITORS)","IDENTIFICATION, ASSESSMENT, AND THERAPY OF CANCERS WITH INNATE OR ACQUIRED RESISTANCE TO ALK INHIBITORS",등록,G01N 33/574|C12Q 1/68|G01N 33/68|G01N 33/15,각코우호우진 지치 이카다이가쿠,특허법인 남앤남,"마노, 히로유키|최, 영, 엘.|소다, 마나부",2011.02.04,1018439670000.0,2018.03.26,1020120130329.0,2012.11.30
,1020190175365,생존 수영 교육을 위한 이동식 콘테이너 수영장의 인공지능 기반 제어 시스템 및 장치(System and apparatus for controlling of mobile container pool for survival swimming education based on Artificial Intelligence),System and apparatus for controlling of mobile container pool for survival swimming education based on Artificial Intelligence,등록,E04H 4/12|E04H 4/14|G05D 23/19|G05D 9/12,김동휘,김남혁,김동휘,2019.12.26,1022361380000.0,2021.03.30,,
,1020100001085,분리체험적 등산등반시설(Hiking and climbing facility with divided experiences),Hiking and climbing facility with divided experiences,취하,A63B 69/00,심상근,,심상근,2010.01.07,,,1020110073146.0,2011.06.29
,1020200181332,천연 유래 물질을 포함하는 피부 노화 예방 및 상처 치유용 기능성 화장료 조성물 및 이의 제조방법(Functional cosmetic composition for preventing skin aging and healing wounds containing natural substances and method for manufacturing the same),Functional cosmetic composition for preventing skin aging and healing wounds containing natural substances and method for manufacturing the same,등록,A61K 8/73|A61K 8/60|A61K 8/65|A61K 8/68|A61K 8/34|A61K 8/37|A61Q 19/00|A61Q 19/08,주식회사 꼼퍼니,특허법인해안,이원주,2020.12.22,1022917800000.0,2021.08.13,,
,1020147035877,약물-유도 독성 마커의 확인을 위한 인테로거토리 세포 기반 분석방법(Interrogatory Cell-Based Assays for identifying drug-induced toxicity markers),Interrogatory Cell-Based Assays for identifying drug-induced toxicity markers,거절,C12Q 1/6837|C12Q 1/6883|G16B 20/20,버그 엘엘씨,인비전 특허법인,"나레인, 니븐, 라진|사란가라잔, 랑가프라사드|비쉬누다스, 비벡, 케이.",2012.09.07,,,1020150014986.0,2015.02.09
,1020170162521,음식물 쓰레기 종량기 투입구 자동 오픈 시스템 및 방법(Automatic Opening System and Method of Food Garbage Dosing Port),Automatic Opening System and Method of Food Garbage Dosing Port,등록,G06Q 50/26|B65F 1/16|G06Q 20/14,일월정밀 주식회사,윤귀상,김성엽|손인규|홍준형,2017.11.30,1018608260000.0,2018.05.17,,
,1020147037087,순환 병든 세포를 사용하여 질환 또는 병태를 검출하는 방법(METHODS OF DETECTING DISEASES OR CONDITIONS USING CIRCULATING DISEASED CELLS),METHODS OF DETECTING DISEASES OR CONDITIONS USING CIRCULATING DISEASED CELLS,취하,G01N 33/50|G01N 33/569|G01N 33/68|G01N 33/92|C12Q 1/68|C40B 40/04,"스타일리, 해리",김진회,"스타일리,해리",2013.06.14,,,1020150035818.0,2015.04.07
,1020127024988,생물막의 제거를 위한 조성물 및 방법(COMPOSITIONS AND METHODS FOR THE REMOVAL OF BIOFILMS),COMPOSITIONS AND METHODS FOR THE REMOVAL OF BIOFILMS,거절,A61K 38/16|A61K 39/108|A61K 39/40|C07K 16/12|C07K 14/195|C07K 14/21|C07K 14/245|C07K 14/285|G01N 33/569,유니버시티 오브 써던 캘리포니아|네이션와이드 칠드런스 하스피탈 인코포레이티드,이재민,굿맨 스티븐 디.|베이칼렛 로렌 오.,2011.03.28,,,1020130040173.0,2013.04.23
,1020047003217,"카스파제-8에 대한 항체, 이들의 제조 및 용도(ANTIBODIES AGAINST CASPASE-8, THEIR PREPARATION AND USE)","ANTIBODIES AGAINST CASPASE-8, THEIR PREPARATION AND USE",거절,A61K 39/395|C07K 16/40|A61P 37/00,예다 리서치 앤드 디벨럽먼트 캄파니 리미티드,강석용|강명구,"왈라치, 데이비드|곤차로브, 탄야|콜루만, 가네쉬",2002.09.04,,,1020040044535.0,2004.05.28
,1019980002699,"대량 원적외선 온열및 냉열기 발생방법과 그 기구(METHOD FOR GENERATING THE LARGE QUANTITY OF FAR INFRARED RAYS HOT AIR AND COLD AIR AND AN APPARATUS THEREOF, ESPECIALLY FOR MAXIMUMLY INCREASING THERMAL CONDUCTIVITY BY PREVENTING A PARTICLE AND POWDER FROM BEING REPEATEDLY COMBINED AND CLUSTERED)","METHOD FOR GENERATING THE LARGE QUANTITY OF FAR INFRARED RAYS HOT AIR AND COLD AIR AND AN APPARATUS THEREOF, ESPECIALLY FOR MAXIMUMLY INCREASING THERMAL CONDUCTIVITY BY PREVENTING A PARTICLE AND POWDER FROM BEING REPEATEDLY COMBINED AND CLUSTERED",거절,A47C 21/04|F24D 13/02|F28D 20/00|A61N 5/06,유재만|김길용,,유재만|김길용,1998.01.31,,,1019990066628.0,1999.08.16
,1020210021746,차량 AVN의 동작 방법 및 이를 위한 차량 AVN(AVN APPARATUS IN VEHICLE AND OPERAING METHOD OF THEREOF),AVN APPARATUS IN VEHICLE AND OPERAING METHOD OF THEREOF,공개,B60W 50/06|B60W 40/10|B60W 10/18|B60W 10/20|B60W 50/00|B25J 13/08|H04N 7/18,주식회사 엘지유플러스,특허법인 무한,천성모,2021.02.18,,,1020220118079.0,2022.08.25
,1020227015411,관절 건강을 위한 조성물 및 방법(COMPOSITIONS AND METHODS FOR JOINT),COMPOSITIONS AND METHODS FOR JOINT,공개,A61K 36/605|A61K 31/352|A61K 31/05|A61K 31/7048|A61P 19/02,"유니젠, 인크.|주식회사 네이처텍",특허법인한성,"브로넬, 리디아, 알파로|추, 민|홍, 메이-펭|현은진|지아, 퀴|지아오, 핑|김현진|김미란|김태우|이보수|이영철|무어, 브리안나|남정범|오미선|박미혜|이맘, 메스핀|장, 퀴안",2014.06.16,,,1020220064422.0,2022.05.18
,1020200180956,고양이 소변 내 단백뇨 진단을 위한 고체형 비드 및 이를 포함하는 단백뇨 진단 키트(Solid beads for diagnosing proteinuria in cat urine and proteinuria diagnostic kit containing the same),Solid beads for diagnosing proteinuria in cat urine and proteinuria diagnostic kit containing the same,등록,G01N 33/52|G01N 21/78,유리벳코리아 주식회사,특허법인태백,강경순|정아영,2020.12.22,1024808460000.0,2022.12.20,1020220090101.0,2022.06.29
,1020200153791,사용자 자세 기반 낙상 방지 장치(APPARATUS OF PREVENTING FALL BASED ON USER'S POSTURE),APPARATUS OF PREVENTING FALL BASED ON USER'S POSTURE,등록,A61G 7/05|A47C 21/08|G06N 20/00|G16H 40/67,이상한|김병철,특허법인오암,이상한|김병철,2020.11.17,1024811170000.0,2022.12.21,1020220067268.0,2022.05.24
,1020200169883,지능형 주방 안심시스템 및 그 운용방법(Intelligence Kitchen Safety System And the Mananging Method Thereof),Intelligence Kitchen Safety System And the Mananging Method Thereof,공개,G08B 19/00|G08B 17/00|G08B 21/02|G08B 25/00|F24C 15/20|F24C 7/08,글로벌스마트솔루션 주식회사,홍성훈,박옥경,2020.12.07,,,1020220080603.0,2022.06.14
,1020227040651,글루코실세라마이드 신타아제의 억제제로서 GENZ 112638 헤미타르타르산염의 무정형 및 결정질 형태(AN AMORPHOUS AND A CRYSTALLINE FORM OF GENZ 112638 HEMITARTRATE AS INHIBITOR OF GLUCOSYLCERAMIDE SYNTHASE),AN AMORPHOUS AND A CRYSTALLINE FORM OF GENZ 112638 HEMITARTRATE AS INHIBITOR OF GLUCOSYLCERAMIDE SYNTHASE,공개,C07D 405/06|A61K 31/4025|A61K 31/445|A61K 31/7004|A61K 45/06|A61P 3/00|A61P 43/00,젠자임 코포레이션,양영준|임근실,"리우, 한란|윌리스, 크리스|바르드와지, 리누|코플랜드, 다이앤, 피.|하리아나와라, 아비저|스켈, 제프리|마셜, 존|코취링, 지안메이|팰리스, 제라드|피터슈미트, 유디트|시겔, 크레이|청, 성",2010.11.24,,,1020220162824.0,2022.12.08
